step,epoch,train_loss,val_loss,val_accuracy,test_accuracy,lr,mu,a,b,c,hypgrad_lr,hypgrad_mu,hypgrad_abc,update_rms
0,1,2.5332658290863037,nan,nan,nan,0.001000001334586055,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.13593246042728424,0.0,0.06991589317719142,0.1780391187487545
1,1,2.42535662651062,nan,nan,nan,0.001000002288262099,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.09703399986028671,0.0019425776554271579,0.0701032243669033,0.1769427063420423
2,1,2.4309327602386475,nan,nan,nan,0.0010000032419390523,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.08201973885297775,0.001962634501978755,0.04759067421158155,0.17746533143670537
3,1,2.3879735469818115,nan,nan,nan,0.0010000041956169151,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.07417111843824387,0.0019003477646037936,0.04552491009235382,0.17682092551504056
4,1,2.5086913108825684,nan,nan,nan,0.0010000046724561876,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.06438993662595749,0.001926184631884098,0.038030789544185005,0.17637903097310598
5,1,2.3738982677459717,nan,nan,nan,0.0010000051492956876,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.0587957426905632,0.0017708437517285347,0.02999347634613514,0.17826116628012292
6,1,2.3980977535247803,nan,nan,nan,0.0010000056261354148,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.05888761952519417,0.0016762485029175878,0.039849878599246345,0.17744583198416752
7,1,2.36068058013916,nan,nan,nan,0.0010000061029753694,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.053766317665576935,0.001597983413375914,0.040545587738355,0.17763981723747402
8,1,2.308595657348633,nan,nan,nan,0.0010000065798155516,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.05199921131134033,0.0015960100572556257,0.026582682505249977,0.17764739524423287
9,1,2.3452184200286865,nan,nan,nan,0.001000007056655961,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.044927556067705154,0.0014735497534275055,0.02396341289083163,0.17702766040441506
10,1,2.2890405654907227,nan,nan,nan,0.0010000075334965976,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.047587405890226364,0.0014108131872490048,0.024240819737315178,0.1773028276948718
11,1,2.260546922683716,nan,nan,nan,0.0010000080103374617,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04838307201862335,0.0013789987424388528,0.018687473920484383,0.17653259949067118
12,1,2.198659658432007,nan,nan,nan,0.0010000084871785533,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04181472584605217,0.0013948017731308937,0.019676814476648968,0.1765577991881013
13,1,2.232215166091919,nan,nan,nan,0.0010000089640198723,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.043715156614780426,0.0013880524784326553,0.011858183580140272,0.1771377496973674
14,1,2.152400255203247,nan,nan,nan,0.0010000094408614186,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.044137969613075256,0.001371027552522719,0.02596534602344036,0.1784269577569691
15,1,2.176572799682617,nan,nan,nan,0.0010000099177031921,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.047964710742235184,0.001252220245078206,0.018914390665789444,0.17773660578361472
16,1,2.1403467655181885,nan,nan,nan,0.0010000103945451931,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.042642612010240555,0.0012747908476740122,0.008089891945322355,0.17815787823395882
17,1,2.2776989936828613,nan,nan,nan,0.0010000108713874216,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.047003209590911865,0.001336246496066451,0.016755620948970318,0.1774568031350348
18,1,2.1494545936584473,nan,nan,nan,0.0010000113482298773,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.043273892253637314,0.0012421146966516972,0.013584730525811514,0.1779322277995884
19,1,2.07619309425354,nan,nan,nan,0.0010000118250725605,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04351281002163887,0.0011683555785566568,0.013094148909052214,0.17824652715038478
20,1,2.13118314743042,nan,nan,nan,0.001000012301915471,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04046105220913887,0.0012966884532943368,0.014003118810554346,0.17893949008116078
21,1,2.1366546154022217,nan,nan,nan,0.0010000127787586088,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.039120521396398544,0.001117355190217495,0.01129978041475018,0.17880257096869043
22,1,2.012643575668335,nan,nan,nan,0.0010000132556019742,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04038500040769577,0.0011357138864696026,0.012167099552849928,0.1784696553844262
23,1,2.010840892791748,nan,nan,nan,0.0010000137324455668,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.048036642372608185,0.0011803137604147196,0.015084021103878817,0.17866637100133387
24,1,2.008594512939453,nan,nan,nan,0.0010000142092893868,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04688873514533043,0.0012013106606900692,0.012352710434546074,0.1788078636035962
25,1,2.06933331489563,nan,nan,nan,0.0010000146861334344,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.03553120419383049,0.0010621133260428905,0.019707327087720234,0.1792495069701505
26,1,1.9069325923919678,nan,nan,nan,0.0010000151629777092,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04173535108566284,0.001178265898488462,0.019852570878962677,0.17906905836383652
27,1,1.9975521564483643,nan,nan,nan,0.0010000156398222112,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04476488381624222,0.001121500856243074,0.004645218611888898,0.17982669031461004
28,1,1.9497960805892944,nan,nan,nan,0.0010000161166669407,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04052840918302536,0.0011509244795888662,0.01756664179265499,0.1790786774302856
29,1,1.9306373596191406,nan,nan,nan,0.0010000165935118977,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.03491685166954994,0.0010531162843108177,0.0036246597301214933,0.1792787033535159
30,1,2.004931926727295,nan,nan,nan,0.0010000170703570819,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.048948194831609726,0.0015916399424895644,0.008781065077831348,0.17923804210561597
31,1,2.015749931335449,nan,nan,nan,0.0010000175472024936,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04291024059057236,0.001377883949317038,0.02514600877960523,0.17940229607786473
32,1,1.9623987674713135,nan,nan,nan,0.0010000180240481327,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04115719720721245,0.0012052736710757017,0.005498555566494663,0.17982906863729958
33,1,1.9294629096984863,nan,nan,nan,0.0010000185008939991,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.04041459411382675,0.0014789692359045148,0.006709492610146602,0.17885455937589947
34,1,1.8735671043395996,nan,nan,nan,0.001000018977740093,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.032809168100357056,0.0011498209787532687,0.0036621499651422105,0.17933753885632236
35,1,1.8880245685577393,nan,nan,nan,0.001000019454586414,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.041336607187986374,0.001127524534240365,0.004057692053417365,0.17892214725088842
36,1,1.894290566444397,nan,nan,nan,0.0010000199314329627,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.03463742509484291,0.0011420313967391849,0.005258021565775077,0.1794999492826285
37,1,1.8927292823791504,nan,nan,nan,0.0010000204082797387,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.03833746910095215,0.0014082278357818723,0.003873544124265512,0.17944047344012648
38,1,1.8691778182983398,nan,nan,nan,0.001000020885126742,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.03107668273150921,0.0010154374176636338,0.011424355208873749,0.17853539747971195
39,1,1.8751853704452515,nan,nan,nan,0.0010000213619739727,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.02836640551686287,0.0014132937649264932,0.002478373392174641,0.1778003656340617
40,1,1.864565372467041,nan,nan,nan,0.0010000218388214307,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.03960986062884331,0.0014945294242352247,0.04374796524643898,0.17868026023817926
41,1,1.8588194847106934,nan,nan,nan,0.0010000223156691162,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.041628509759902954,0.0012679253704845905,0.010324914163599411,0.17833738232980645
42,1,1.7910435199737549,nan,nan,nan,0.001000022792517029,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.037969641387462616,0.0015108275692909956,0.008851738180965185,0.1786862534911626
43,1,1.913885474205017,nan,nan,nan,0.0010000232693651691,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.047831643372774124,0.0014859209768474102,0.01874815331151088,0.17937564504079684
44,1,1.7502450942993164,nan,nan,nan,0.0010000237462135368,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.035996224731206894,0.0013479535700753331,0.009582054801285267,0.17895323037886515
45,1,1.7189704179763794,nan,nan,nan,0.0010000242230621319,0.949999988079071,3.444499969482422,-4.775000095367432,2.0315001010894775,0.026985246688127518,0.0013464016374200583,0.006377073548113306,0.17800875329712237
